image_file_name,pmcid,rexinthewild_question,rexinthewild_gt_text,rexinthewild_choices,rexinthewild_answer,topic
IJMR-144-784-g001.jpg,PMC5393092,Which description best characterizes the contour of the skull swellings?,"Smooth, dome-shaped focal protrusions","[A] Broad-based, gently flattened plateau-like swellings over the frontal bones
[B] Ill-defined soft-tissue fullness without discrete contour change
[C] Diffuse uniform circumferential enlargement of the cranium
[D] Smooth, dome-shaped focal protrusions",D,Head & Neck
10.1177_11795735231181467-fig2.jpg,PMC10280516,What auricular deformity is visible in this child’s ear?,Overfolded superior helix (lop ear),"[A] Cryptotia with superior helix buried against the scalp
[B] Overfolded superior helix (lop ear)
[C] Stahl’s ear with accessory third crus
[D] Prominent ear due to antihelical fold deficiency without helix overfold",B,Head & Neck
10.1177_11795735231181467-fig2.jpg,PMC10280516,Which external ear structure is primarily affected?,Helix,"[A] Antihelix
[B] Conchal bowl
[C] Scapha
[D] Helix
[E] Superior crus of the antihelix",D,Head & Neck
pcama-23-204-g001.jpg,PMC5999371,Which spinal posture is shown at the start of the lift?,Neutral lumbar spine with slight forward trunk lean (hip hinge),"[A] Hyperlordotic extension of the lower back with rib flare
[B] Subtle axial rotation of the trunk to the right with the right shoulder leading
[C] Upright neutral spine without any forward lean
[D] Neutral lumbar spine with slight forward trunk lean (hip hinge)
[E] Mild lumbar flexion with posterior pelvic tilt (rounded back)",D,Trunk & Extremities
pcama-23-204-g001.jpg,PMC5999371,Which hand grip is being used on the crate?,Neutral (hammer) grip using the side cutout handles,"[A] Neutral (hammer) grip using the side cutout handles
[B] Supinated underhand grip from beneath the top lip
[C] Pronated overhand grip on the top rim
[D] Mixed grip with left hand overhand and right hand underhand on opposite edges
[E] Pinch grip on the side lattice",A,Trunk & Extremities
CTO-06-02-g-018.jpg,PMC3199840,Which congenital ear anomaly is shown?,Anotia,"[A] Preauricular skin tag (accessory tragus)
[B] Anotia
[C] Grade III microtia (peanut ear)
[D] Congenital aural atresia with normal auricle",B,Head & Neck
CTO-06-02-g-018.jpg,PMC3199840,Which external ear structures are absent on the visible side?,"Entire auricle including helix, antihelix, concha, and lobule","[A] Only the lobule is absent, helix and conchal bowl present but low-set
[B] Entire auricle including helix, antihelix, concha, and lobule
[C] Helix and antihelix absent, but lobule and tragus preserved as a rudimentary remnant
[D] Only the tragus is absent, remainder of auricle intact
[E] Normal-appearing auricle, small preauricular skin tag only",B,Head & Neck
jpd-12-jpd223162-g001.jpg,PMC9398088,What do the finger-mounted sensors primarily measure?,3D spatial position and orientation of the fingers relative to the field source (kinematics),"[A] Surface muscle electrical activity from intrinsic hand muscles (EMG)
[B] Peripheral oxygen saturation (photoplethysmography)
[C] 3D spatial position and orientation of the fingers relative to the field source (kinematics)
[D] Local linear acceleration of the fingertips (accelerometry/tremor amplitude)",C,Trunk & Extremities
jpd-12-jpd223162-g001.jpg,PMC9398088,Which hand movement is this configuration best suited to quantify?,Thumb–index tip-to-tip tapping (precision pinch),"[A] Thumb–little finger opposition speed
[B] Thumb–index tip-to-tip tapping (precision pinch)
[C] Thumb–index key-pinch force
[D] Index–middle finger tapping rate",B,Trunk & Extremities
CCID-14-1175-g0018.jpg,PMC8435881,In which figure does the lower lip have more volume?,Panel B (right),"[A] Panel B (right)
[B] Equally pronounced in both panels
[C] Panel A (left)
[D] Not appreciably visible in either panel",A,Mouth & Jaws
CCID-14-1175-g0018.jpg,PMC8435881,In which subfigure is the Cupid's bow/central tubercle of the upper lip more pronounced?,Panel A (left),"[A] Panel B (right)
[B] Equally pronounced in both panels
[C] Panel A (left)
[D] Not appreciably visible in either panel",C,Mouth & Jaws
aps-42-494-g005.jpg,PMC4513063,Which digits are primarily pinching to control the pen near its tip?,"Thumb, index finger, and middle finger","[A] Thumb and ring finger
[B] Thumb and index finger
[C] Thumb, index finger, and middle finger
[D] Thumb and middle finger
[E] Index and middle finger",C,Trunk & Extremities
aps-42-494-g005.jpg,PMC4513063,Which type of grasp best describes how the pen is being held?,Three-jaw chuck (tripod pinch using thumb–index–middle),"[A] Cylindrical power grip
[B] Key pinch (lateral pinch against index)
[C] Pad-to-side pinch (thumb–middle finger)
[D] Three-jaw chuck (tripod pinch using thumb–index–middle)
[E] Precision pinch (thumb–index)",D,Trunk & Extremities
gox-8-e3072-g005.jpg,PMC7489633,Which statement best describes the ear’s position?,The right ear lies close to the scalp,"[A] The left ear lies close to the scalp
[B] The right ear is folded into the scalp with loss of the postauricular sulcus (cryptotia)
[C] The right ear lies close to the scalp
[D] The left ear is folded into the scalp with loss of the postauricular sulcus (cryptotia)",C,Head & Neck
gox-8-e3072-g005.jpg,PMC7489633,Which head orientation is depicted in the image?,Right lateral profile view focused on the auricle,"[A] Right lateral profile view focused on the auricle
[B] Posterolateral occipital (rear oblique) view
[C] Superior vertex (top-down) view
[D] Frontal anteroposterior facial view
[E] Left lateral profile view focused on the auricle",A,Head & Neck
SaudiMedJ-36-1-g003.jpg,PMC4362191,Which neck region corresponds to the location of the swelling?,Posterior triangle,"[A] Posterior triangle
[B] Parotid (preauricular) region
[C] Supraclavicular triangle
[D] Carotid triangle (anterior triangle)
[E] Submandibular (digastric) triangle",A,Head & Neck
SaudiMedJ-36-1-g003.jpg,PMC4362191,"Relative to the external ear, where is the swelling?",Inferior and posterior to the lobule (along the posterior hairline),"[A] Directly over the mastoid tip, level with the lobule
[B] Over the angle of the mandible, just below the tragus
[C] Inferior and posterior to the lobule (along the posterior hairline)
[D] Inferior but anterior to the lobule (parotid tail region)",C,Head & Neck
hkpj-43-081-g003.jpg,PMC10423672,Which subfigure shows the end angle?,Left subfigure,"[A] Neither subfigure (the end angle cannot be identified from still images)
[B] Right subfigure
[C] Left subfigure
[D] Both subfigures (end angle equals the start angle when trunk excursion is zero)",C,Trunk & Extremities
hkpj-43-081-g003.jpg,PMC10423672,How is trunk excursion calculated?,End angle at the bottom position minus the start angle in standing,"[A] End angle at the bottom position minus the start angle in standing
[B] Start angle in standing minus the end angle at the bottom position
[C] Absolute difference between start and end trunk angles (ignoring direction)
[D] Mean of the start and end trunk angles",A,Trunk & Extremities
ijcpd-12-165-g029.jpg,PMC6811945,What finding is evident in the maxillary anterior region?,Absence of left central incisor of maxilla,"[A] Absence of right central incisor of maxilla
[B] No true anterior abnormality—spacing due to proclination of the upper incisors
[C] Absence of left central incisor of maxilla
[D] Absence of right central incisor of mandible
[E] Absence of left central incisor of mandible",C,Mouth & Jaws
ijcpd-12-165-g029.jpg,PMC6811945,Which teeth show a peg-shaped morphology in this image?,Maxillary lateral incisors bilaterally,"[A] Mandibular lateral incisors
[B] Maxillary lateral incisors bilaterally
[C] Maxillary central incisors bilaterally
[D] Maxillary canines bilaterally
[E] Maxillary lateral incisor on the left only",B,Mouth & Jaws
arm-36-386-g001.jpg,PMC3400879,Right panel: Which phase of the sit-to-stand movement is shown?,Stabilization phase in full upright stance,"[A] Momentum‑transfer phase immediately after seat‑off
[B] Controlled pre‑contact descent just before sitting
[C] Stabilization phase in full upright stance
[D] Step‑initiation from standing (first movement into gait)
[E] Late extension phase with hips/knees nearly straight but trunk still slightly flexed",C,Trunk & Extremities
arm-36-386-g001.jpg,PMC3400879,This test primarily assesses strength and endurance of which muscle groups?,Quadriceps and gluteals,"[A] Hamstrings and hip abductors
[B] Hip adductors and quadriceps
[C] Quadriceps and gluteals
[D] Gastrocnemius–soleus complex and tibialis anterior
[E] Lumbar extensors and abdominal obliques",C,Trunk & Extremities
jer-12-3-216f8.jpg,PMC4934967,Which ocular movement is trained by alternating gaze between the thumbs in this position?,"Conjugate horizontal saccades between two stationary, equidistant targets","[A] Vergence (convergence–divergence) by alternating near and far fixation
[B] Conjugate horizontal saccades between two stationary, equidistant targets
[C] Vestibulo-ocular reflex during active head turns
[D] Horizontal smooth pursuit of a single moving target",B,Eyes
jer-12-3-216f8.jpg,PMC4934967,Where are the thumbs positioned relative to the eyes during the exercise?,Directly in front of the eyes at arm’s length,"[A] Directly in front of the nose, approximately 20 cm from the face
[B] Directly in front of the eyes at arm’s length
[C] Directly in front of the eyes but only 7–10 cm from the face
[D] Slightly above eye level at arm’s length",B,Eyes
CCIDE-15-133-g0001.jpg,PMC10416782,Which scalp finding is most prominent?,Diffuse scalp hypotrichosis (overall reduced hair density),"[A] Smooth shiny scarring alopecia with loss of follicular openings (cicatricial alopecia)
[B] Advanced frontotemporal recession with preserved vertex density (androgenetic alopecia pattern)
[C] Patchy, well-demarcated plaques of alopecia consistent with alopecia areata
[D] Diffuse scalp hypotrichosis (overall reduced hair density)
[E] Normal hair density",D,Skin & Hair
CCIDE-15-133-g0001.jpg,PMC10416782,Where is the hair thinning most pronounced?,Diffuse near-uniform thinning with relative vertex sparing,"[A] Frontal and vertex scalp
[B] Diffuse near-uniform thinning with relative vertex sparing
[C] Occipital-predominant thinning with the frontal hairline preserved
[D] Bitemporal recession only, vertex density maintained
[E] Vertex-dominant loss with occipital and frontal hairline intact",B,Skin & Hair
gox-7-e2312-g003.jpg,PMC6952158,Which best descibes the image of the ear?,"Flat, hypopigmented, hairless scar forming a smooth rim around the external canal","[A] Persistent pink erythema with mild edema at the meatal margin
[B] Heaped, shiny raised border suggesting hypertrophic/keloid scar
[C] Irregular ulceration with adherent crusts at the rim
[D] Friable beefy-red granulation tissue protruding from the canal
[E] Flat, hypopigmented, hairless scar forming a smooth rim around the external canal",E,Head & Neck
gox-7-e2312-g003.jpg,PMC6952158,Which best describes the external auditory canal opening?,"Smoothly epithelialized, widely patent meatus without granulation or discharge","[A] Partially occluded by dry keratinous crust along the posterior canal wall
[B] Smoothly epithelialized, widely patent meatus without granulation or discharge
[C] Moist, friable granulation tissue at the margins with purulent otorrhea
[D] Mild concentric meatal stenosis with anterior blunting and a thin granulation rim",B,Head & Neck
etm-14-04-2795-g03.jpg,PMC5613199,Which subfigure shows clinical improvement based on ocular findings?,B — decreased proptosis with improved eyelid retraction,"[A] A — apparent reduction in scleral show and eyelid edema
[B] Cannot determine due to differing gaze/lighting
[C] Neither — no appreciable improvement between images
[D] B — decreased proptosis with improved eyelid retraction",D,Eyes
etm-14-04-2795-g03.jpg,PMC5613199,Which subfigure shows a wider palpebral fissure (greater eyelid retraction)?,A,"[A] No difference—palpebral fissure width appears equal in A and B
[B] Neither—no lid retraction is evident
[C] A
[D] B",C,Eyes
gox-3-e589-g008.jpg,PMC4727698,Which labeled design advances the hairline most between A and B?,3 (convex arc),"[A] 1 (concave arc)
[B] No difference—each advances equally
[C] 3 (convex arc)
[D] 2 (straight chord)",C,Skin & Hair
gox-3-e589-g008.jpg,PMC4727698,Which labeled point is the temporal end of the arc nearest the ear?,B,"[A] B
[B] A
[C] Both A and B
[D] Neither—it's the unlabeled M point",A,Head & Neck
CTO-06-03-g-016.jpg,PMC3199843,Which portion of the ear is excessively pinned back compared with the rest?,Upper third (cranial pole) of the auricle,"[A] Antihelical fold
[B] Conchal bowl
[C] Middle third of the auricle
[D] Lower third (caudal pole, including lobule)
[E] Upper third (cranial pole) of the auricle",E,Head & Neck
CTO-06-03-g-016.jpg,PMC3199843,"Based on the ear shape, which prior procedure most likely caused this complication?",Otoplasty (antihelical fold/ear pinning),"[A] Postauricular rhytidectomy (facelift) with lobule tethering
[B] Lobuloplasty (earlobe reduction)
[C] Septorhinoplasty
[D] Otoplasty (antihelical fold/ear pinning)",D,Surgical & Procedural
ijspt_2022_17_7_39796_103475.jpg,PMC9718688,Where does the bar rest on the athlete’s body?,Across the upper back/shoulders,"[A] Balancing over the clavicles/anterior shoulders
[B] Pressed into the mid-back between the scapulae
[C] Weighted on the iliac crests/hips
[D] Supported primarily by the hands on the uprights
[E] Across the upper back/shoulders",E,Trunk & Extremities
ijspt_2022_17_7_39796_103475.jpg,PMC9718688,What supportive equipment is visible around the athlete’s torso?,Rigid leather weightlifting belt,"[A] Low-positioned heart-rate monitor chest strap
[B] Rigid leather weightlifting belt
[C] No supportive equipment
[D] Neoprene lumbar support wrap with Velcro closure",B,Trunk & Extremities
JIPS-20-110-g008.jpg,PMC7008622,Which foot contains the custom-made prosthesis?,Foot on the right side of the image (patient’s left),"[A] Both feet are prosthetic
[B] Foot on the right side of the image (patient’s left)
[C] Foot on the left side of the image (patient’s right)
[D] No prosthesis is visible",B,Trunk & Extremities
JIPS-20-110-g008.jpg,PMC7008622,How far proximally does the prosthetic covering appear to extend?,Limited to the forefoot (ending near the metatarsal necks),"[A] Limited to the forefoot (ending near the metatarsal necks)
[B] Limited to the first and second toe only
[C] Extending proximally above the malleoli into the distal leg
[D] Up to and including the malleolar/ankle region
[E] Up to but not covering the malleoli (just distal to the ankle crease)",A,Trunk & Extremities
JNRP-8-313-g006.jpg,PMC5402517,"In subfigure (d), what abnormality is present?",Reduced depression (restricted downward gaze),"[A] Esotropia in primary position with full vertical ductions
[B] Mild ptosis mimicking poor down-gaze
[C] Reduced depression (restricted downward gaze)
[D] No vertical restriction—only end-gaze nystagmus
[E] Reduced elevation (restricted upward gaze)",C,Eyes
JNRP-8-313-g006.jpg,PMC5402517,"The arrows indicate the direction of the desired gaze. Across all subfigures, which extraocular muscles are most likely underperforming?",Superior and inferior rectus,"[A] Superior and inferior rectus
[B] Superior rectus and inferior oblique
[C] Superior and inferior oblique
[D] Medial and lateral rectus",A,Eyes
IDR-12-1381-g0002.jpg,PMC6537035,What abnormality is visible at the inner corner of the eye?,Residual discharge at the medial canthus,"[A] Thin tear lake without discharge
[B] Subconjunctival hemorrhage at the inner canthus
[C] No remaining abnormality
[D] Residual discharge at the medial canthus
[E] Subtle corneal opacity at the inner corner",D,Eyes
IDR-12-1381-g0002.jpg,PMC6537035,What best describes the palpebral fissure in this eye?,Narrowed palpebral fissure from upper-lid edema causing mechanical ptosis,"[A] Palpebral fissure widely open due to lid retraction
[B] Lower-lid eversion (ectropion) with increased exposure
[C] Incomplete eyelid closure (lagophthalmos) rather than narrowing
[D] Normal palpebral fissure without swelling
[E] Narrowed palpebral fissure from upper-lid edema causing mechanical ptosis",E,Eyes
CTO-06-03-g-010.jpg,PMC3199843,"Relative to the antihelix, where is the finding located?","On the helix, lateral to the antihelix","[A] Within the cymba conchae, medial to the antihelix
[B] On the helix, lateral to the antihelix
[C] In the scaphoid fossa, just lateral to the antihelix
[D] On the superior crus of the antihelix, medial to the helix
[E] On the antitragus, inferolateral to the antihelix",B,Head & Neck
CTO-06-03-g-010.jpg,PMC3199843,Which description best characterizes the ear abnormality?,Hypertrophy of the helical rim (prominent helix) of the right auricle,"[A] Conchal bowl hypertrophy causing protrusion without rim enlargement
[B] Hypertrophy of the helical rim (prominent helix) of the right auricle
[C] Darwin's tubercle on the superior helix
[D] Antihelical fold deficiency with superior 'lop' ear
[E] Hypertrophy of the helical rim (prominent helix) of the left auricle",B,Head & Neck
gox-6-e1971-g008.jpg,PMC6326610,Right subfigure: Toward which region does the distal end of the red line course?,Ulnar volar wrist adjacent to the hypothenar/pisiform region,"[A] Radial volar wrist near the scaphoid tubercle/thenar eminence
[B] Ulnar volar wrist adjacent to the hypothenar/pisiform region
[C] Dorsal ulnar wrist near the ulnar styloid
[D] Central palm at the level of the distal palmar crease",B,Trunk & Extremities
gox-6-e1971-g008.jpg,PMC6326610,"Which colored line represents the straighter, more ulnar longitudinal forearm incision?",Proximal dashed blue line,"[A] Solid red line
[B] Proximal dahsed blue line highlighted in red
[C] None depicts a straight ulnar incision
[D] Proximal dashed blue line
[E] Distal dashed blue line",D,Surgical & Procedural
CCD-4-112-g007.jpg,PMC3703682,What type of dental prosthesis spans the lower anterior teeth?,Adhesive fixed partial denture with cast metal lingual wings,"[A] Adhesive fixed partial denture with cast metal lingual wings
[B] Lingual bonded orthodontic retainer across the mandibular incisors
[C] Fiber-reinforced composite periodontal splint of the lower anteriors
[D] Removable partial denture with a lingual bar and canine rests",A,Mouth & Jaws
CCD-4-112-g007.jpg,PMC3703682,The metal framework is bonded to which surfaces of the abutment teeth?,Lingual (palatal) surfaces of the abutments,"[A] Lingual (palatal) surfaces of the abutments
[B] Labial/facial surfaces of the abutments
[C] Occlusal/incisal surfaces of the abutments
[D] Mesial and distal proximal surfaces of the abutments",A,Mouth & Jaws
JMAS-18-450-g008.jpg,PMC9306113,What instrument is being used to assess cutaneous sensation in the image?,Nylon monofilament,"[A] Neurotip (pinprick tester)
[B] Nylon monofilament
[C] Cotton-tipped applicator
[D] Two-point discriminator (aesthesiometer)
[E] Wartenberg pinwheel",B,Mouth & Jaws
JMAS-18-450-g008.jpg,PMC9306113,Which anatomical region is being tested in the image?,Chin (mental region),"[A] Mentolabial sulcus
[B] Lower lip (vermillion border)
[C] Chin (mental region)
[D] Submental triangle (suprahyoid region)",C,Head & Neck
IJOEM-25-138-g001.jpg,PMC8559880,"Which subfigure shows the upper arm farther from the torso, increasing shoulder abduction load?","b (115°, upper arm farther from torso)","[A] Both are comparable
[B] b (115°, upper arm farther from torso)
[C] Indeterminate due to camera angle
[D] a (80°, upper arm closer to torso)",B,Trunk & Extremities
IJOEM-25-138-g001.jpg,PMC8559880,Which subfigure shows greater elbow flexion?,"Subfigure a (left panel, ~80°)","[A] Subfigure a (left panel, ~80°)
[B] Neither—both are primarily extended
[C] Both show comparable flexion
[D] Cannot determine without knowing the angle convention
[E] Subfigure b (right panel, ~115°)",A,Trunk & Extremities
omz127f1.jpg,PMC6996043,"In subfigures A and B, which contour change best indicates unilateral atrophy?",Hollowing and narrowing of the right cheek and mandibular angle,"[A] Apparent fullness of the right parotid–masseteric region with preserved mandibular contour
[B] No appreciable asymmetry, bilaterally symmetric malar contours
[C] Hollowing and narrowing of the right cheek and mandibular angle
[D] Left cheek hollowing with widening of the left mandibular angle",C,Head & Neck
omz127f1.jpg,PMC6996043,"In subfigure A, which side shows hemifacial atrophy?",Patient's right side (image left),"[A] Patient's right side (image left)
[B] No appreciable asymmetry
[C] Bilateral symmetric involvement
[D] Patient's left side (image right)",A,Head & Neck
LI-32-359-g002.jpg,PMC4502201,Which subfigure shows the appropriate method for visibly soiled hands?,Subfigure b — soap-and-water handwashing,"[A] Subfigure a — alcohol-based hand rub
[B] Neither, visibly soiled hands require a surgical scrub
[C] Subfigure b — soap-and-water handwashing
[D] Either method is equally appropriate for visibly soiled hands",C,Surgical & Procedural
LI-32-359-g002.jpg,PMC4502201,"When hands are not visibly soiled, which subfigure shows the preferred method for hand hygiene between patient contacts?",Subfigure a: alcohol-based hand rub is preferred when hands are not visibly soiled,"[A] Subfigure b, then a: soap-and-water must be followed by alcohol-based hand rub
[B] Both subfigures are acceptable when hands appear clean
[C] No preference—hand hygiene is unnecessary between contacts if gloves were used and hands look clean
[D] Subfigure a: alcohol-based hand rub is preferred when hands are not visibly soiled",D,Surgical & Procedural
IJPD-20-131-g002.jpg,PMC3445997,What abnormality is present at the corner of the mouth?,Pseudomacrostomia (lateral cleft-like extension of the oral commissure),"[A] Angular cheilitis causing fissuring of the mouth corner
[B] Classic unilateral cleft lip involving the philtral column
[C] True macrostomia (widened oral slit without cleft at the commissure)
[D] Pseudomacrostomia (lateral cleft-like extension of the oral commissure)
[E] Commissural lip pit at the oral commissure",D,Mouth & Jaws
IJPD-20-131-g002.jpg,PMC3445997,This lateral oral commissure defect is associated with which syndrome?,Goldenhar syndrome (oculo-auriculo-vertebral spectrum),"[A] Van der Woude syndrome (lip pits–cleft spectrum)
[B] 22q11.2 deletion syndrome (velocardiofacial/DiGeorge)
[C] Goldenhar syndrome (oculo-auriculo-vertebral spectrum)
[D] Nager acrofacial dysostosis
[E] Treacher Collins syndrome (mandibulofacial dysostosis)",C,Mouth & Jaws
10.1177_25158414211059247-fig2.jpg,PMC8855428,What eyelid abnormality is present in both eyes?,Bilateral eversion of lax upper eyelids consistent with floppy eyelid syndrome,"[A] Upper eyelid entropion with lashes abrading the cornea
[B] Bilateral eversion of lax upper eyelids consistent with floppy eyelid syndrome
[C] Isolated lower eyelid ectropion without upper-lid involvement
[D] Bilateral upper eyelid retraction with superior scleral show
[E] No lid malposition—only conjunctival chemosis",B,Eyes
10.1177_25158414211059247-fig2.jpg,PMC8855428,Which anatomic surface is abnormally exposed and appears injected in this image?,Palpebral (tarsal) conjunctiva of the upper eyelids,"[A] Palpebral (tarsal) conjunctiva of the upper eyelids
[B] Palpebral (tarsal) conjunctiva of the lower eyelids
[C] Corneal epithelium/anterior stroma
[D] Lacrimal caruncle and plica semilunaris
[E] Superior bulbar conjunctiva near the limbus",A,Eyes
OMJ-36-04-1900165-f5.jpg,PMC8258921,What abnormal finding does the red arrow indicate?,A thin filiform adhesion bridging the upper and lower eyelid margins (ankyloblepharon filiforme adnatum),"[A] A conjunctival band creating a symblepharon between the palpebral and bulbar conjunctiva at the medial canthus
[B] An early nasal pterygium extending onto the cornea
[C] No lesion—just a tear-film light reflex at the inner canthus
[D] A focal marginal hordeolum of the right lower eyelid
[E] A thin filiform adhesion bridging the upper and lower eyelid margins (ankyloblepharon filiforme adnatum)",E,Eyes
OMJ-36-04-1900165-f5.jpg,PMC8258921,What is the best name for the condition visible in the affected eye?,Ankyloblepharon filiforme adnatum,"[A] Blepharophimosis syndrome with epicanthus inversus
[B] Congenital ankyloblepharon (complete fusion of upper and lower lid margins)
[C] Symblepharon (adhesion of eyelid to globe)
[D] Ankyloblepharon filiforme adnatum
[E] Medial upper eyelid coloboma",D,Eyes
cop-0012-0543-g02.jpg,PMC8255699,"In the rightmost panel (leftward gaze), which eye shows limited abduction?",Left eye (ipsilateral to leftward gaze),"[A] Left eye (ipsilateral to leftward gaze)
[B] Right eye (contralateral to leftward gaze)
[C] Both eyes equally
[D] No limitation is evident",A,Eyes
cop-0012-0543-g02.jpg,PMC8255699,Which cranial nerve is primarily affected by the eye movement pattern shown?,Left abducens nerve (CN VI),"[A] Right abducens nerve (CN VI)
[B] No primary cranial nerve deficit (physiologic end-gaze limitation)
[C] Trochlear nerve (CN IV) — superior oblique palsy
[D] Left abducens nerve (CN VI)
[E] Oculomotor nerve (CN III) — medial rectus weakness",D,Eyes
IJHS-17-39-g004.jpg,PMC10155245,What deformity is present in the small finger of the hand shown?,Clinodactyly,"[A] Camptodactyly
[B] Kirner’s deformity
[C] Brachydactyly
[D] Clinodactyly",D,Trunk & Extremities
IJHS-17-39-g004.jpg,PMC10155245,In which direction is the fifth finger deviated?,Away from the ring finger toward the ulnar border (ulnar deviation),"[A] Toward the ring finger (radial deviation)
[B] Away from the ring finger toward the ulnar border (ulnar deviation)
[C] Dorsal angulation with neutral radial–ulnar alignment
[D] No true sideways deviation—only PIP flexion giving a false appearance",B,Trunk & Extremities
JPBS-14-1033-g013.jpg,PMC9469215,What prostheses are visible in this image?,Dentures and forefinger prostheses,"[A] Dentures and forefinger prostheses
[B] Dentures only
[C] Hand prostheses
[D] Forefinger prostheses only
[E] No prostheses available",A,Trunk & Extremities
JPBS-14-1033-g013.jpg,PMC9469215,What is the finger alignment when the palms are opposed?,"Symmetric apposition of corresponding digits from index to little finger, with no visible gaps","[A] Thumbs meet at the tips but the remaining fingers are splayed apart
[B] Persistent 3–4 mm gap at the ring-finger pair, more evident toward the right
[C] Little fingers fail to touch, leaving a 1–2 cm ulnar gap despite opposed palms
[D] Left index and middle fingers override their right counterparts (scissoring), with poor alignment
[E] Symmetric apposition of corresponding digits from index to little finger, with no visible gaps",E,Trunk & Extremities
ijspt_2022_17_6_36964_94719.jpg,PMC9528696,Which muscle group is being targeted by the therapy and electrode placement?,Knee extensors (quadriceps group),"[A] Hip flexors (iliopsoas/rectus femoris)
[B] Hip abductors (gluteus medius/minimus, TFL/IT band)
[C] Knee extensors (quadriceps group)
[D] Medial thigh adductors",C,Trunk & Extremities
ijspt_2022_17_6_36964_94719.jpg,PMC9528696,Where is the electrode placed on the leg?,Distal anterior thigh just superior to the patella,"[A] Proximal posterior thigh (hamstrings)
[B] Mid-anterior thigh centered over rectus femoris
[C] Distal anteromedial thigh over the vastus medialis obliquus near the medial patellar border
[D] Distal anterior thigh just superior to the patella
[E] Directly on the patella",D,Trunk & Extremities
JIPS-15-390-g002.jpg,PMC4762345,What is the most likely clinical reason for measuring this opening?,To evaluate for stomal stenosis and to size devices such as an HME or tracheal button,"[A] To choose the correct tracheostomy tube or Montgomery cannula size for airway support
[B] To assess patency of a tracheoesophageal puncture and select a voice prosthesis
[C] To evaluate for stomal stenosis and to size devices such as an HME or tracheal button
[D] To plan stomaplasty for a large stoma by documenting peristomal tissue redundancy",C,Head & Neck
JIPS-15-390-g002.jpg,PMC4762345,Which anatomic site/procedure is shown?,Permanent tracheostoma on the anterior neck after total laryngectomy,"[A] Permanent tracheostoma on the anterior neck after total laryngectomy
[B] Mature tracheostomy stoma following prolonged mechanical ventilation (no laryngectomy)
[C] Pharyngocutaneous fistula opening in the lower cervical region after laryngeal surgery
[D] Percutaneous endoscopic gastrostomy (PEG) stoma on the upper abdomen
[E] Colostomy stoma in the right lower quadrant",A,Head & Neck
10.1177_2192568220947744-fig6.jpg,PMC8258829,Keeping the knee extended during this maneuver primarily increases loading on which structure?,Ipsilateral sacroiliac joint,"[A] Achilles tendon
[B] Patellofemoral articulation
[C] Contralateral sacroiliac joint
[D] Ipsilateral sacroiliac joint
[E] Ankle mortise",D,Trunk & Extremities
10.1177_2192568220947744-fig6.jpg,PMC8258829,"From subfigure A to subfigure B, what change occurs on the affected side?",The heel is forcefully dropped to the floor while the knee remains extended,"[A] The heel is forcefully dropped to the floor while the knee remains extended
[B] The foot turns inward into inversion as weight transfers
[C] The ankle moves into greater plantarflexion with the toes pointed downward
[D] The heel contacts the floor as the knee flexes slightly into a mini-squat
[E] The toes dorsiflex further during heel contact",A,Trunk & Extremities
aoj-08-23-f2.jpg,PMC10929313,What cervical spine alignment is shown by the head position?,"Neutral, gaze toward the floor beneath the head","[A] Mild hyperextension, head tilted up with eyes forward
[B] Forward-head posture (upper cervical extension with lower cervical flexion)
[C] Neutral, gaze toward the floor beneath the head
[D] Marked flexion, chin approximating chest
[E] Cervical rotation to the left with slight side-bending",C,Head & Neck
aoj-08-23-f2.jpg,PMC10929313,What is the effect of gripping small balls instead of placing palms flat during this movement?,Decreases base of support and increases stabilization demand,"[A] Elevates the hands, shifting load away from the trunk and onto the knees
[B] Increases friction and contact area, making the task easier to balance
[C] Provides tactile feedback that reduces sway without changing base of support
[D] Primarily adds resistance for the elbow flexors through increased gripping
[E] Decreases base of support and increases stabilization demand",E,Trunk & Extremities
TJO-10-259-g002.jpg,PMC7787085,Which diagnosis best explains the findings in the affected eye?,Phthisis bulbi,"[A] Hypermature cataract
[B] Microphthalmos with corneal leukoma
[C] Absolute (end‑stage) glaucoma with corneal edema
[D] Phthisis bulbi",D,Eyes
TJO-10-259-g002.jpg,PMC7787085,The abnormal reflection of light from the pupil is most consistent with which intraocular finding?,Posteriorly dislocated crystalline lens floating in the vitreous cavity,"[A] Hypopyon layering inferiorly within the anterior chamber
[B] Posteriorly dislocated crystalline lens floating in the vitreous cavity
[C] Anteriorly subluxated lens partially protruding into the anterior chamber
[D] Corneal arcus producing a peripheral gray ring
[E] Rhegmatogenous retinal detachment with a macular fold at the posterior pole",B,Eyes
CCID-15-1969-g0002.jpg,PMC9509013,Which landmarks define the horizontal measurement labeled X?,Medial canthus to medial canthus,"[A] Medial canthus to medial canthus
[B] Right medial canthus to ipsilateral cheek apex
[C] Lateral canthus to lateral canthus
[D] Alare to alare (nasal base width)
[E] Pupil center to pupil center",A,Head & Neck
CCID-15-1969-g0002.jpg,PMC9509013,"On the right, which vertical distance is labeled a?",Upper edge of the right eyebrow to the margin of the right lower eyelid,"[A] Margin of the right lower eyelid to the nasal base
[B] Upper edge of the right eyebrow to the margin of the right lower eyelid
[C] Upper edge of the right eyebrow to the margin of the right upper eyelid
[D] Upper edge of the left eyebrow to the margin of the left lower eyelid",B,Head & Neck
